Variable,Label_ID,FS_Label_Name,Hemisphere,FS_Structure,Feature_Family
label1034_wavelet-LHL_firstorder_Uniformity,1034,ctx-lh-transversetemporal,LH,transversetemporal,First-order
label2_wavelet-LHH_firstorder_MeanAbsoluteDeviation,2,Left-Cerebral-White-Matter,LH,Cerebral-White-Matter,First-order
label2029_wavelet-HLL_glszm_ZonePercentage,2029,ctx-rh-superiorparietal,RH,superiorparietal,Texture – GLSZM
label53_wavelet-HLH_glcm_Imc2,53,Right-Hippocampus,RH,Hippocampus,Texture – GLCM
label1035_wavelet-LHL_glcm_MCC,1035,ctx-lh-insula,LH,insula,Texture – GLCM
label2013_wavelet-HLL_glcm_MaximumProbability,2013,ctx-rh-lingual,RH,lingual,Texture – GLCM
label2012_original_shape_MinorAxisLength,2012,ctx-rh-lateralorbitofrontal,RH,lateralorbitofrontal,Shape (3D)
label1003_wavelet-HLH_glcm_DifferenceVariance,1003,ctx-lh-caudalmiddlefrontal,LH,caudalmiddlefrontal,Texture – GLCM
label1006_wavelet-LLH_firstorder_RootMeanSquared,1006,ctx-lh-entorhinal,LH,entorhinal,First-order
label2015_log-sigma-1-0-mm-3D_firstorder_Kurtosis,2015,ctx-rh-middletemporal,RH,middletemporal,First-order
label2015_wavelet-HLH_glcm_DifferenceEntropy,2015,ctx-rh-middletemporal,RH,middletemporal,Texture – GLCM
label2002_wavelet-LHL_glrlm_GrayLevelNonUniformity,2002,ctx-rh-caudalanteriorcingulate,RH,caudalanteriorcingulate,Texture – GLRLM
label77_log-sigma-1-0-mm-3D_glszm_HighGrayLevelZoneEmphasis,77,WM-hypointensities,Midline/Other,WM-hypointensities,Texture – GLSZM
label77_log-sigma-1-0-mm-3D_glszm_LowGrayLevelZoneEmphasis,77,WM-hypointensities,Midline/Other,WM-hypointensities,Texture – GLSZM
label1013_wavelet-HLH_firstorder_Skewness,1013,ctx-lh-lingual,LH,lingual,First-order
label2010_wavelet-HLL_glrlm_LongRunEmphasis,2010,ctx-rh-isthmuscingulate,RH,isthmuscingulate,Texture – GLRLM
label253_wavelet-HLH_gldm_GrayLevelNonUniformity,253,CC_Central,Midline/Other,CC_Central,Texture – GLDM
label49_wavelet-LHL_glcm_ClusterTendency,49,Right-Thalamus-Proper*,RH,Thalamus-Proper*,Texture – GLCM
label1025_wavelet-LLH_glszm_ZoneVariance,1025,ctx-lh-precuneus,LH,precuneus,Texture – GLSZM
label253_log-sigma-3-0-mm-3D_gldm_GrayLevelNonUniformity,253,CC_Central,Midline/Other,CC_Central,Texture – GLDM
label28_log-sigma-1-0-mm-3D_glrlm_GrayLevelVariance,28,Left-VentralDC,LH,VentralDC,Texture – GLRLM
label28_log-sigma-1-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized,28,Left-VentralDC,LH,VentralDC,Texture – GLRLM
label2011_wavelet-HHL_glrlm_LongRunHighGrayLevelEmphasis,2011,ctx-rh-lateraloccipital,RH,lateraloccipital,Texture – GLRLM
label49_wavelet-LLH_firstorder_RobustMeanAbsoluteDeviation,49,Right-Thalamus-Proper*,RH,Thalamus-Proper*,First-order
label53_wavelet-HLH_glrlm_RunEntropy,53,Right-Hippocampus,RH,Hippocampus,Texture – GLRLM
label10_wavelet-LLH_glcm_DifferenceEntropy,10,Left-Thalamus-Proper*,LH,Thalamus-Proper*,Texture – GLCM
label10_wavelet-LLH_firstorder_Maximum,10,Left-Thalamus-Proper*,LH,Thalamus-Proper*,First-order
label2029_wavelet-LLH_firstorder_Mean,2029,ctx-rh-superiorparietal,RH,superiorparietal,First-order
label1013_wavelet-LHL_glcm_JointEnergy,1013,ctx-lh-lingual,LH,lingual,Texture – GLCM
label2028_wavelet-LLH_glrlm_ShortRunEmphasis,2028,ctx-rh-superiorfrontal,RH,superiorfrontal,Texture – GLRLM
label18_wavelet-LHL_glszm_LowGrayLevelZoneEmphasis,18,Left-Amygdala,LH,Amygdala,Texture – GLSZM
label18_wavelet-LHL_glszm_HighGrayLevelZoneEmphasis,18,Left-Amygdala,LH,Amygdala,Texture – GLSZM
label2035_log-sigma-1-0-mm-3D_glcm_Imc1,2035,ctx-rh-insula,RH,insula,Texture – GLCM
label1030_original_glszm_LargeAreaEmphasis,1030,ctx-lh-superiortemporal,LH,superiortemporal,Texture – GLSZM
label28_wavelet-HLL_glrlm_RunPercentage,28,Left-VentralDC,LH,VentralDC,Texture – GLRLM
label253_wavelet-HHH_gldm_GrayLevelNonUniformity,253,CC_Central,Midline/Other,CC_Central,Texture – GLDM
label2029_wavelet-LLH_glcm_Contrast,2029,ctx-rh-superiorparietal,RH,superiorparietal,Texture – GLCM
label53_wavelet-LLH_glrlm_GrayLevelNonUniformity,53,Right-Hippocampus,RH,Hippocampus,Texture – GLRLM
label2029_wavelet-LLH_glcm_Idn,2029,ctx-rh-superiorparietal,RH,superiorparietal,Texture – GLCM
label2029_wavelet-LLH_glcm_InverseVariance,2029,ctx-rh-superiorparietal,RH,superiorparietal,Texture – GLCM
label2023_wavelet-LLH_glcm_JointEnergy,2023,ctx-rh-posteriorcingulate,RH,posteriorcingulate,Texture – GLCM
label2029_wavelet-LLH_glcm_Id,2029,ctx-rh-superiorparietal,RH,superiorparietal,Texture – GLCM
label49_wavelet-HHL_glrlm_RunLengthNonUniformity,49,Right-Thalamus-Proper*,RH,Thalamus-Proper*,Texture – GLRLM
label2009_log-sigma-1-0-mm-3D_glcm_ClusterTendency,2009,ctx-rh-inferiortemporal,RH,inferiortemporal,Texture – GLCM
label2029_wavelet-LLH_glcm_Idmn,2029,ctx-rh-superiorparietal,RH,superiorparietal,Texture – GLCM
label2029_wavelet-LLH_glcm_DifferenceAverage,2029,ctx-rh-superiorparietal,RH,superiorparietal,Texture – GLCM
label17_wavelet-HLH_firstorder_MeanAbsoluteDeviation,17,Left-Hippocampus,LH,Hippocampus,First-order
label18_wavelet-HHH_glcm_JointEntropy,18,Left-Amygdala,LH,Amygdala,Texture – GLCM
label2029_wavelet-LLH_glcm_Idm,2029,ctx-rh-superiorparietal,RH,superiorparietal,Texture – GLCM
label2014_wavelet-LHL_glrlm_RunEntropy,2014,ctx-rh-medialorbitofrontal,RH,medialorbitofrontal,Texture – GLRLM
label2027_log-sigma-3-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,2027,ctx-rh-rostralmiddlefrontal,RH,rostralmiddlefrontal,Texture – GLDM
label1030_wavelet-HHL_gldm_LargeDependenceHighGrayLevelEmphasis,1030,ctx-lh-superiortemporal,LH,superiortemporal,Texture – GLDM
label1034_wavelet-HHL_glcm_MCC,1034,ctx-lh-transversetemporal,LH,transversetemporal,Texture – GLCM
label2002_original_glrlm_RunLengthNonUniformity,2002,ctx-rh-caudalanteriorcingulate,RH,caudalanteriorcingulate,Texture – GLRLM
label2017_wavelet-HHH_glcm_JointEntropy,2017,ctx-rh-paracentral,RH,paracentral,Texture – GLCM
label1015_log-sigma-3-0-mm-3D_glrlm_RunEntropy,1015,ctx-lh-middletemporal,LH,middletemporal,Texture – GLRLM
label2028_log-sigma-3-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,2028,ctx-rh-superiorfrontal,RH,superiorfrontal,Texture – GLRLM
label1008_wavelet-LLL_firstorder_Median,1008,ctx-lh-inferiorparietal,LH,inferiorparietal,First-order
label2012_wavelet-LLH_glcm_DifferenceEntropy,2012,ctx-rh-lateralorbitofrontal,RH,lateralorbitofrontal,Texture – GLCM
label53_wavelet-LLH_glcm_Imc1,53,Right-Hippocampus,RH,Hippocampus,Texture – GLCM
label1023_wavelet-HHH_glcm_MaximumProbability,1023,ctx-lh-posteriorcingulate,LH,posteriorcingulate,Texture – GLCM
label2002_wavelet-LLL_glrlm_RunLengthNonUniformity,2002,ctx-rh-caudalanteriorcingulate,RH,caudalanteriorcingulate,Texture – GLRLM
label251_wavelet-HLH_gldm_SmallDependenceLowGrayLevelEmphasis,251,CC_Posterior,Midline/Other,CC_Posterior,Texture – GLDM
label1027_log-sigma-1-0-mm-3D_glrlm_HighGrayLevelRunEmphasis,1027,ctx-lh-rostralmiddlefrontal,LH,rostralmiddlefrontal,Texture – GLRLM
label1027_log-sigma-1-0-mm-3D_glrlm_LowGrayLevelRunEmphasis,1027,ctx-lh-rostralmiddlefrontal,LH,rostralmiddlefrontal,Texture – GLRLM
label1024_log-sigma-5-0-mm-3D_firstorder_Range,1024,ctx-lh-precentral,LH,precentral,First-order
label2017_wavelet-HHH_glcm_JointEnergy,2017,ctx-rh-paracentral,RH,paracentral,Texture – GLCM
label1006_wavelet-LLH_gldm_LargeDependenceLowGrayLevelEmphasis,1006,ctx-lh-entorhinal,LH,entorhinal,Texture – GLDM
label1024_wavelet-HHH_gldm_LargeDependenceEmphasis,1024,ctx-lh-precentral,LH,precentral,Texture – GLDM
label2025_wavelet-HLH_glcm_ClusterTendency,2025,ctx-rh-precuneus,RH,precuneus,Texture – GLCM
label1015_wavelet-LHH_glrlm_ShortRunLowGrayLevelEmphasis,1015,ctx-lh-middletemporal,LH,middletemporal,Texture – GLRLM
label1009_log-sigma-3-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis,1009,ctx-lh-inferiortemporal,LH,inferiortemporal,Texture – GLSZM
label254_wavelet-HLH_glszm_LargeAreaHighGrayLevelEmphasis,254,CC_Mid_Anterior,Midline/Other,CC_Mid_Anterior,Texture – GLSZM
label2034_log-sigma-1-0-mm-3D_glcm_SumSquares,2034,ctx-rh-transversetemporal,RH,transversetemporal,Texture – GLCM
label18_wavelet-HHH_glcm_JointEnergy,18,Left-Amygdala,LH,Amygdala,Texture – GLCM
label51_log-sigma-3-0-mm-3D_firstorder_Median,51,Right-Putamen,RH,Putamen,First-order
label1017_wavelet-HHH_glcm_Imc2,1017,ctx-lh-paracentral,LH,paracentral,Texture – GLCM
label1010_wavelet-HHL_glcm_SumSquares,1010,ctx-lh-isthmuscingulate,LH,isthmuscingulate,Texture – GLCM
label8_wavelet-LHL_glszm_SizeZoneNonUniformityNormalized,8,Left-Cerebellum-Cortex,LH,Cerebellum-Cortex,Texture – GLSZM
label1026_wavelet-LLH_glrlm_RunLengthNonUniformity,1026,ctx-lh-rostralanteriorcingulate,LH,rostralanteriorcingulate,Texture – GLRLM
label253_wavelet-LLL_gldm_GrayLevelNonUniformity,253,CC_Central,Midline/Other,CC_Central,Texture – GLDM
label253_original_gldm_GrayLevelNonUniformity,253,CC_Central,Midline/Other,CC_Central,Texture – GLDM
label8_wavelet-LHL_gldm_GrayLevelVariance,8,Left-Cerebellum-Cortex,LH,Cerebellum-Cortex,Texture – GLDM
label8_wavelet-LHL_firstorder_Entropy,8,Left-Cerebellum-Cortex,LH,Cerebellum-Cortex,First-order
label8_wavelet-LHL_firstorder_Uniformity,8,Left-Cerebellum-Cortex,LH,Cerebellum-Cortex,First-order
label1015_original_glrlm_RunEntropy,1015,ctx-lh-middletemporal,LH,middletemporal,Texture – GLRLM
label2008_wavelet-LHL_glcm_ClusterProminence,2008,ctx-rh-inferiorparietal,RH,inferiorparietal,Texture – GLCM
label1015_wavelet-LLL_glrlm_RunEntropy,1015,ctx-lh-middletemporal,LH,middletemporal,Texture – GLRLM
label2014_wavelet-LHL_gldm_DependenceVariance,2014,ctx-rh-medialorbitofrontal,RH,medialorbitofrontal,Texture – GLDM
label16_wavelet-HLL_glcm_MCC,16,Brain-Stem,Midline/Other,Brain-Stem,Texture – GLCM
label14_wavelet-LLH_glcm_SumSquares,14,3rd-Ventricle,Midline/Other,3rd-Ventricle,Texture – GLCM
label1007_wavelet-LLH_firstorder_Median,1007,ctx-lh-fusiform,LH,fusiform,First-order
label31_wavelet-LHL_firstorder_RobustMeanAbsoluteDeviation,31,Left-choroid-plexus,LH,choroid-plexus,First-order
label2014_wavelet-LHL_glcm_SumSquares,2014,ctx-rh-medialorbitofrontal,RH,medialorbitofrontal,Texture – GLCM
label1024_original_firstorder_90Percentile,1024,ctx-lh-precentral,LH,precentral,First-order
label1031_wavelet-LLL_glrlm_RunLengthNonUniformityNormalized,1031,ctx-lh-supramarginal,LH,supramarginal,Texture – GLRLM
label1031_original_glrlm_RunLengthNonUniformityNormalized,1031,ctx-lh-supramarginal,LH,supramarginal,Texture – GLRLM
label2029_wavelet-LHL_glrlm_GrayLevelNonUniformity,2029,ctx-rh-superiorparietal,RH,superiorparietal,Texture – GLRLM
label2026_log-sigma-3-0-mm-3D_gldm_GrayLevelNonUniformity,2026,ctx-rh-rostralanteriorcingulate,RH,rostralanteriorcingulate,Texture – GLDM
label5_wavelet-LLH_firstorder_Entropy,5,Left-Inf-Lat-Vent,LH,Inf-Lat-Vent,First-order
label5_wavelet-LLH_gldm_GrayLevelVariance,5,Left-Inf-Lat-Vent,LH,Inf-Lat-Vent,Texture – GLDM
label5_wavelet-LLH_firstorder_Uniformity,5,Left-Inf-Lat-Vent,LH,Inf-Lat-Vent,First-order
label28_wavelet-HLL_gldm_GrayLevelNonUniformity,28,Left-VentralDC,LH,VentralDC,Texture – GLDM
label1014_wavelet-LHL_glcm_ClusterProminence,1014,ctx-lh-medialorbitofrontal,LH,medialorbitofrontal,Texture – GLCM
label10_wavelet-LLH_glrlm_ShortRunHighGrayLevelEmphasis,10,Left-Thalamus-Proper*,LH,Thalamus-Proper*,Texture – GLRLM
label2023_wavelet-HLL_glrlm_ShortRunEmphasis,2023,ctx-rh-posteriorcingulate,RH,posteriorcingulate,Texture – GLRLM
label8_wavelet-LHH_glrlm_ShortRunLowGrayLevelEmphasis,8,Left-Cerebellum-Cortex,LH,Cerebellum-Cortex,Texture – GLRLM
label1013_wavelet-LHL_glcm_DifferenceEntropy,1013,ctx-lh-lingual,LH,lingual,Texture – GLCM
label2023_wavelet-LLH_firstorder_Minimum,2023,ctx-rh-posteriorcingulate,RH,posteriorcingulate,First-order
label44_wavelet-LLH_gldm_LargeDependenceHighGrayLevelEmphasis,44,Right-Inf-Lat-Vent,RH,Inf-Lat-Vent,Texture – GLDM
label26_wavelet-HHL_glrlm_RunLengthNonUniformity,26,Left-Accumbens-area,LH,Accumbens-area,Texture – GLRLM
label1030_wavelet-LHL_glcm_ClusterProminence,1030,ctx-lh-superiortemporal,LH,superiortemporal,Texture – GLCM
label1006_wavelet-LLH_firstorder_MeanAbsoluteDeviation,1006,ctx-lh-entorhinal,LH,entorhinal,First-order
label47_wavelet-LLL_firstorder_Energy,47,Right-Cerebellum-Cortex,RH,Cerebellum-Cortex,First-order
label47_wavelet-LLL_firstorder_TotalEnergy,47,Right-Cerebellum-Cortex,RH,Cerebellum-Cortex,First-order
label255_wavelet-LHH_glrlm_LowGrayLevelRunEmphasis,255,CC_Anterior,Midline/Other,CC_Anterior,Texture – GLRLM
label255_wavelet-LHH_glrlm_HighGrayLevelRunEmphasis,255,CC_Anterior,Midline/Other,CC_Anterior,Texture – GLRLM
label2035_wavelet-HHH_glcm_MaximumProbability,2035,ctx-rh-insula,RH,insula,Texture – GLCM
label2016_log-sigma-5-0-mm-3D_firstorder_TotalEnergy,2016,ctx-rh-parahippocampal,RH,parahippocampal,First-order
label2023_wavelet-HLL_firstorder_Minimum,2023,ctx-rh-posteriorcingulate,RH,posteriorcingulate,First-order
label18_wavelet-HHH_glcm_DifferenceVariance,18,Left-Amygdala,LH,Amygdala,Texture – GLCM
label2016_log-sigma-5-0-mm-3D_firstorder_Energy,2016,ctx-rh-parahippocampal,RH,parahippocampal,First-order
label1020_wavelet-LHL_gldm_HighGrayLevelEmphasis,1020,ctx-lh-parstriangularis,LH,parstriangularis,Texture – GLDM
label1020_wavelet-LHL_gldm_LowGrayLevelEmphasis,1020,ctx-lh-parstriangularis,LH,parstriangularis,Texture – GLDM
label2028_wavelet-HLL_glcm_ClusterShade,2028,ctx-rh-superiorfrontal,RH,superiorfrontal,Texture – GLCM
label1014_wavelet-LLH_glrlm_RunLengthNonUniformity,1014,ctx-lh-medialorbitofrontal,LH,medialorbitofrontal,Texture – GLRLM
label1005_wavelet-LHH_glcm_Imc2,1005,ctx-lh-cuneus,LH,cuneus,Texture – GLCM
label46_wavelet-HLL_firstorder_90Percentile,46,Right-Cerebellum-White-Matter,RH,Cerebellum-White-Matter,First-order
label252_wavelet-HHH_glcm_MaximumProbability,252,CC_Mid_Posterior,Midline/Other,CC_Mid_Posterior,Texture – GLCM
label2007_wavelet-LHH_firstorder_Energy,2007,ctx-rh-fusiform,RH,fusiform,First-order
label1030_wavelet-HHH_firstorder_InterquartileRange,1030,ctx-lh-superiortemporal,LH,superiortemporal,First-order
label2022_log-sigma-3-0-mm-3D_gldm_DependenceNonUniformityNormalized,2022,ctx-rh-postcentral,RH,postcentral,Texture – GLDM
label26_wavelet-LHH_firstorder_Minimum,26,Left-Accumbens-area,LH,Accumbens-area,First-order
label1016_wavelet-LLH_firstorder_InterquartileRange,1016,ctx-lh-parahippocampal,LH,parahippocampal,First-order
label1030_log-sigma-1-0-mm-3D_glrlm_GrayLevelNonUniformity,1030,ctx-lh-superiortemporal,LH,superiortemporal,Texture – GLRLM
label2007_wavelet-LHH_firstorder_TotalEnergy,2007,ctx-rh-fusiform,RH,fusiform,First-order
label1009_wavelet-LHL_firstorder_Skewness,1009,ctx-lh-inferiortemporal,LH,inferiortemporal,First-order
label2012_log-sigma-3-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,2012,ctx-rh-lateralorbitofrontal,RH,lateralorbitofrontal,Texture – GLDM
label46_wavelet-HHH_glszm_SizeZoneNonUniformity,46,Right-Cerebellum-White-Matter,RH,Cerebellum-White-Matter,Texture – GLSZM
label1003_log-sigma-5-0-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis,1003,ctx-lh-caudalmiddlefrontal,LH,caudalmiddlefrontal,Texture – GLRLM
label1010_wavelet-HHL_glcm_MaximumProbability,1010,ctx-lh-isthmuscingulate,LH,isthmuscingulate,Texture – GLCM
label7_log-sigma-1-0-mm-3D_glcm_Idmn,7,Left-Cerebellum-White-Matter,LH,Cerebellum-White-Matter,Texture – GLCM
label7_log-sigma-1-0-mm-3D_glcm_Idm,7,Left-Cerebellum-White-Matter,LH,Cerebellum-White-Matter,Texture – GLCM
label7_log-sigma-1-0-mm-3D_glcm_Id,7,Left-Cerebellum-White-Matter,LH,Cerebellum-White-Matter,Texture – GLCM
label7_log-sigma-1-0-mm-3D_glcm_Idn,7,Left-Cerebellum-White-Matter,LH,Cerebellum-White-Matter,Texture – GLCM
label7_log-sigma-1-0-mm-3D_glcm_InverseVariance,7,Left-Cerebellum-White-Matter,LH,Cerebellum-White-Matter,Texture – GLCM
label7_log-sigma-1-0-mm-3D_glcm_DifferenceAverage,7,Left-Cerebellum-White-Matter,LH,Cerebellum-White-Matter,Texture – GLCM
label1035_log-sigma-5-0-mm-3D_glcm_JointEnergy,1035,ctx-lh-insula,LH,insula,Texture – GLCM
label1021_wavelet-HLH_firstorder_Variance,1021,ctx-lh-pericalcarine,LH,pericalcarine,First-order
label2009_wavelet-LHL_glcm_Id,2009,ctx-rh-inferiortemporal,RH,inferiortemporal,Texture – GLCM
label2009_wavelet-LHL_glcm_Idm,2009,ctx-rh-inferiortemporal,RH,inferiortemporal,Texture – GLCM
label2009_wavelet-LHL_glcm_Idmn,2009,ctx-rh-inferiortemporal,RH,inferiortemporal,Texture – GLCM
label255_wavelet-LLH_glcm_Imc1,255,CC_Anterior,Midline/Other,CC_Anterior,Texture – GLCM
label53_wavelet-HLH_glcm_MCC,53,Right-Hippocampus,RH,Hippocampus,Texture – GLCM
label2009_wavelet-LHL_glcm_Idn,2009,ctx-rh-inferiortemporal,RH,inferiortemporal,Texture – GLCM
label1013_wavelet-LHL_glcm_DifferenceVariance,1013,ctx-lh-lingual,LH,lingual,Texture – GLCM
label60_wavelet-HLH_firstorder_InterquartileRange,60,Right-VentralDC,RH,VentralDC,First-order
label11_wavelet-HHH_firstorder_Kurtosis,11,Left-Caudate,LH,Caudate,First-order
label46_wavelet-HLL_gldm_DependenceEntropy,46,Right-Cerebellum-White-Matter,RH,Cerebellum-White-Matter,Texture – GLDM
label2009_wavelet-LHL_glcm_InverseVariance,2009,ctx-rh-inferiortemporal,RH,inferiortemporal,Texture – GLCM
label7_log-sigma-1-0-mm-3D_glcm_Contrast,7,Left-Cerebellum-White-Matter,LH,Cerebellum-White-Matter,Texture – GLCM
label1030_log-sigma-1-0-mm-3D_glrlm_RunEntropy,1030,ctx-lh-superiortemporal,LH,superiortemporal,Texture – GLRLM
label2009_wavelet-LHL_glcm_DifferenceAverage,2009,ctx-rh-inferiortemporal,RH,inferiortemporal,Texture – GLCM
label12_log-sigma-1-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis,12,Left-Putamen,LH,Putamen,Texture – GLDM
label2009_wavelet-LHL_glcm_Contrast,2009,ctx-rh-inferiortemporal,RH,inferiortemporal,Texture – GLCM
label2017_wavelet-LHH_glcm_Idn,2017,ctx-rh-paracentral,RH,paracentral,Texture – GLCM
label2017_wavelet-LHH_glcm_Contrast,2017,ctx-rh-paracentral,RH,paracentral,Texture – GLCM
label2017_wavelet-LHH_glcm_DifferenceAverage,2017,ctx-rh-paracentral,RH,paracentral,Texture – GLCM
label2017_wavelet-LHH_glcm_InverseVariance,2017,ctx-rh-paracentral,RH,paracentral,Texture – GLCM
label2017_wavelet-LHH_glcm_Idm,2017,ctx-rh-paracentral,RH,paracentral,Texture – GLCM
label2017_wavelet-LHH_glcm_Id,2017,ctx-rh-paracentral,RH,paracentral,Texture – GLCM
label2017_wavelet-LHH_glcm_Idmn,2017,ctx-rh-paracentral,RH,paracentral,Texture – GLCM
label51_original_firstorder_Median,51,Right-Putamen,RH,Putamen,First-order
label8_log-sigma-5-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,8,Left-Cerebellum-Cortex,LH,Cerebellum-Cortex,Texture – GLDM
label253_wavelet-LHH_gldm_GrayLevelNonUniformity,253,CC_Central,Midline/Other,CC_Central,Texture – GLDM
label28_wavelet-HLL_glrlm_GrayLevelVariance,28,Left-VentralDC,LH,VentralDC,Texture – GLRLM
label7_wavelet-HHH_glszm_ZoneVariance,7,Left-Cerebellum-White-Matter,LH,Cerebellum-White-Matter,Texture – GLSZM
label28_wavelet-HLL_glrlm_GrayLevelNonUniformityNormalized,28,Left-VentralDC,LH,VentralDC,Texture – GLRLM
label2034_wavelet-LHL_glrlm_GrayLevelNonUniformity,2034,ctx-rh-transversetemporal,RH,transversetemporal,Texture – GLRLM
label2027_wavelet-LLH_firstorder_Kurtosis,2027,ctx-rh-rostralmiddlefrontal,RH,rostralmiddlefrontal,First-order
label46_log-sigma-5-0-mm-3D_glrlm_RunLengthNonUniformity,46,Right-Cerebellum-White-Matter,RH,Cerebellum-White-Matter,Texture – GLRLM
label41_wavelet-HHH_firstorder_10Percentile,41,Right-Cerebral-White-Matter,RH,Cerebral-White-Matter,First-order
label1016_wavelet-HLH_firstorder_Variance,1016,ctx-lh-parahippocampal,LH,parahippocampal,First-order
label13_wavelet-HLL_glrlm_LongRunLowGrayLevelEmphasis,13,Left-Pallidum,LH,Pallidum,Texture – GLRLM
label255_log-sigma-1-0-mm-3D_glrlm_RunPercentage,255,CC_Anterior,Midline/Other,CC_Anterior,Texture – GLRLM
label255_log-sigma-1-0-mm-3D_glszm_ZoneEntropy,255,CC_Anterior,Midline/Other,CC_Anterior,Texture – GLSZM
label1017_log-sigma-3-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,1017,ctx-lh-paracentral,LH,paracentral,Texture – GLRLM
label1005_wavelet-HLL_glrlm_ShortRunEmphasis,1005,ctx-lh-cuneus,LH,cuneus,Texture – GLRLM
label58_log-sigma-3-0-mm-3D_glcm_Imc2,58,Right-Accumbens-area,RH,Accumbens-area,Texture – GLCM
label253_wavelet-HHL_gldm_GrayLevelNonUniformity,253,CC_Central,Midline/Other,CC_Central,Texture – GLDM
label46_log-sigma-3-0-mm-3D_glcm_SumAverage,46,Right-Cerebellum-White-Matter,RH,Cerebellum-White-Matter,Texture – GLCM
label2015_wavelet-HLH_glcm_JointEntropy,2015,ctx-rh-middletemporal,RH,middletemporal,Texture – GLCM
label46_log-sigma-3-0-mm-3D_glcm_JointAverage,46,Right-Cerebellum-White-Matter,RH,Cerebellum-White-Matter,Texture – GLCM
label2035_log-sigma-5-0-mm-3D_firstorder_Minimum,2035,ctx-rh-insula,RH,insula,First-order
label46_wavelet-HLL_firstorder_RobustMeanAbsoluteDeviation,46,Right-Cerebellum-White-Matter,RH,Cerebellum-White-Matter,First-order
label2014_wavelet-LLL_firstorder_RobustMeanAbsoluteDeviation,2014,ctx-rh-medialorbitofrontal,RH,medialorbitofrontal,First-order
label60_log-sigma-3-0-mm-3D_firstorder_Kurtosis,60,Right-VentralDC,RH,VentralDC,First-order
label1006_wavelet-HHH_firstorder_RobustMeanAbsoluteDeviation,1006,ctx-lh-entorhinal,LH,entorhinal,First-order
label2024_wavelet-HHH_glrlm_ShortRunHighGrayLevelEmphasis,2024,ctx-rh-precentral,RH,precentral,Texture – GLRLM
label2012_wavelet-HHL_gldm_DependenceVariance,2012,ctx-rh-lateralorbitofrontal,RH,lateralorbitofrontal,Texture – GLDM
label2034_log-sigma-1-0-mm-3D_glcm_SumAverage,2034,ctx-rh-transversetemporal,RH,transversetemporal,Texture – GLCM
label2034_log-sigma-1-0-mm-3D_glcm_JointAverage,2034,ctx-rh-transversetemporal,RH,transversetemporal,Texture – GLCM
label8_wavelet-LLL_firstorder_90Percentile,8,Left-Cerebellum-Cortex,LH,Cerebellum-Cortex,First-order
label2_log-sigma-3-0-mm-3D_glrlm_ShortRunEmphasis,2,Left-Cerebral-White-Matter,LH,Cerebral-White-Matter,Texture – GLRLM
label2022_wavelet-LLL_glszm_ZonePercentage,2022,ctx-rh-postcentral,RH,postcentral,Texture – GLSZM
label2022_original_glszm_ZonePercentage,2022,ctx-rh-postcentral,RH,postcentral,Texture – GLSZM
label1030_wavelet-HLL_glszm_ZonePercentage,1030,ctx-lh-superiortemporal,LH,superiortemporal,Texture – GLSZM
label1015_wavelet-LHL_glszm_LargeAreaHighGrayLevelEmphasis,1015,ctx-lh-middletemporal,LH,middletemporal,Texture – GLSZM
label251_wavelet-LHH_glcm_DifferenceAverage,251,CC_Posterior,Midline/Other,CC_Posterior,Texture – GLCM
label2007_wavelet-HHH_firstorder_TotalEnergy,2007,ctx-rh-fusiform,RH,fusiform,First-order
label255_wavelet-LHL_firstorder_TotalEnergy,255,CC_Anterior,Midline/Other,CC_Anterior,First-order
label2007_wavelet-HHH_firstorder_Energy,2007,ctx-rh-fusiform,RH,fusiform,First-order
label1026_original_firstorder_InterquartileRange,1026,ctx-lh-rostralanteriorcingulate,LH,rostralanteriorcingulate,First-order
label49_wavelet-LHL_glcm_ClusterProminence,49,Right-Thalamus-Proper*,RH,Thalamus-Proper*,Texture – GLCM
label77_wavelet-LHL_firstorder_RobustMeanAbsoluteDeviation,77,WM-hypointensities,Midline/Other,WM-hypointensities,First-order
label251_wavelet-LHH_glcm_Id,251,CC_Posterior,Midline/Other,CC_Posterior,Texture – GLCM
label46_log-sigma-3-0-mm-3D_glcm_SumSquares,46,Right-Cerebellum-White-Matter,RH,Cerebellum-White-Matter,Texture – GLCM
label251_wavelet-LHH_glcm_Idm,251,CC_Posterior,Midline/Other,CC_Posterior,Texture – GLCM
label1031_wavelet-LHL_glszm_ZonePercentage,1031,ctx-lh-supramarginal,LH,supramarginal,Texture – GLSZM
label255_wavelet-LHL_firstorder_Energy,255,CC_Anterior,Midline/Other,CC_Anterior,First-order
label251_wavelet-LHH_glcm_InverseVariance,251,CC_Posterior,Midline/Other,CC_Posterior,Texture – GLCM
label251_wavelet-LHH_glcm_Contrast,251,CC_Posterior,Midline/Other,CC_Posterior,Texture – GLCM
